isogroup74788_g1	Transforming growth factor beta receptor type 3 OS=Rattus norvegicus GN=Tgfbr3 PE=1 SV=1 E(blastx)=3e-07
isogroup15110_g1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3 E(blastx)=8e-06
isogroup56701_g2	Fas-binding factor 1 OS=Mus musculus GN=Fbf1 PE=1 SV=1 E(blastx)=3e-05
isogroup60223_g1	Protein phosphatase 1H OS=Homo sapiens GN=PPM1H PE=1 SV=2 E(blastx)=1e-120
isogroup62159_g1	Substance-K receptor OS=Cavia porcellus GN=TACR2 PE=2 SV=1 E(blastx)=6e-30
isogroup58065_g1	Lethal(2)neighbour of Tid protein OS=Drosophila virilis GN=l(2)not PE=1 SV=1 E(blastx)=7e-58
isogroup186255_g1	Slowpoke-binding protein OS=Drosophila melanogaster GN=Slob PE=1 SV=2 E(blastx)=4e-56
isogroup59498_g1	p21-activated protein kinase-interacting protein 1-like OS=Danio rerio GN=pak1ip1 PE=2 SV=1 E(blastx)=9e-81
isogroup58436_g1	Thymosin beta-12 OS=Lateolabrax japonicus PE=1 SV=2 E(blastx)=2e-07
isogroup58946_g1	Ral guanine nucleotide dissociation stimulator-like 1 OS=Danio rerio GN=rgl1 PE=2 SV=1 E(blastx)=4e-91
isogroup59155_g2	Protein FAM188B OS=Mus musculus GN=Fam188b PE=1 SV=1 E(blastx)=6e-57
isogroup136111_g1	PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=3 SV=1 E(blastx)=5e-63
isogroup56661_g1	Protein KRI1 homolog OS=Bos taurus GN=KRI1 PE=2 SV=3 E(blastx)=1e-84
isogroup60949_g2	Receptor-type tyrosine-protein phosphatase S OS=Rattus norvegicus GN=Ptprs PE=1 SV=2 E(blastx)=2e-18
isogroup665_g1	C-type mannose receptor 2 OS=Mus musculus GN=Mrc2 PE=1 SV=3 E(blastx)=5e-14
isogroup39346_g2	Contactin-3 OS=Rattus norvegicus GN=Cntn3 PE=1 SV=1 E(blastx)=9e-25
isogroup60963_g1	5'-AMP-activated protein kinase catalytic subunit alpha-2 OS=Mus musculus GN=Prkaa2 PE=1 SV=3 E(blastx)=1e-39
isogroup31824_g1	Transmembrane protein 145 OS=Xenopus laevis GN=tmem145 PE=2 SV=1 E(blastx)=2e-10
isogroup54453_g1	Putative exosome complex component rrp40 OS=Dictyostelium discoideum GN=exosc3 PE=3 SV=1 E(blastx)=3e-56
isogroup60070_g2	Putative apoptosis-inducing factor 1, mitochondrial OS=Drosophila melanogaster GN=AIF PE=2 SV=2 E(blastx)=2e-162
isogroup86699_g1	Ribosomal RNA-processing protein 8 OS=Caenorhabditis elegans GN=T07A9.8 PE=3 SV=1 E(blastx)=5e-32
isogroup53764_g1	2-aminoethanethiol dioxygenase OS=Mus musculus GN=Ado PE=1 SV=2 E(blastx)=2e-42
isogroup41599_g1	F-box/WD repeat-containing protein 7 OS=Drosophila melanogaster GN=ago PE=1 SV=1 E(blastx)=1e-20
isogroup57932_g1	Polyadenylate-binding protein 2 OS=Mus musculus GN=Pabpn1 PE=1 SV=3 E(blastx)=2e-60
isogroup60452_g1	Phospholipid-transporting ATPase 11C OS=Mus musculus GN=Atp11c PE=1 SV=2 E(blastx)=2e-177
isogroup51107_g1	Dynein heavy chain 7, axonemal OS=Rattus norvegicus GN=Dnah7 PE=2 SV=2 E(blastx)=3e-69
isogroup61406_g3	ATP-dependent DNA helicase Q-like 4A OS=Arabidopsis thaliana GN=RECQL4A PE=2 SV=1 E(blastx)=2e-10
isogroup59525_g2	Signal recognition particle 9 kDa protein OS=Caenorhabditis elegans GN=ZK512.4 PE=3 SV=1 E(blastx)=1e-21
isogroup67650_g1	Nephrocystin-3 OS=Danio rerio GN=nphp3 PE=3 SV=1 E(blastx)=1e-21
isogroup61917_g3	Tetratricopeptide repeat protein 8 OS=Caenorhabditis elegans GN=bbs-8 PE=2 SV=2 E(blastx)=1e-141
isogroup165125_g1	Putative nuclease HARBI1 OS=Rattus norvegicus GN=Harbi1 PE=2 SV=1 E(blastx)=2e-18
isogroup62492_g4	Probable G-protein coupled receptor No18 OS=Amphibalanus amphitrite PE=3 SV=1 E(blastx)=5e-16
isogroup20372_g1	Putative nuclease HARBI1 OS=Bos taurus GN=HARBI1 PE=2 SV=1 E(blastx)=7e-10
isogroup60217_g1	Vacuolar protein 8 OS=Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) GN=VAC8 PE=3 SV=3 E(blastx)=6e-06
isogroup51630_g1	Carboxypeptidase A4 OS=Homo sapiens GN=CPA4 PE=1 SV=2 E(blastx)=1e-08
isogroup62116_g1	Zinc transporter ZIP14 OS=Mus musculus GN=Slc39a14 PE=1 SV=1 E(blastx)=2e-92
isogroup55968_g1	Kinesin-like protein KIF2A OS=Gallus gallus GN=KIF2A PE=2 SV=2 E(blastx)=2e-18
isogroup200269_g1	Putative leucine-rich repeat-containing protein DDB_G0281931 OS=Dictyostelium discoideum GN=DDB_G0281931 PE=4 SV=1 E(blastx)=2e-11
isogroup61149_g1	Androglobin OS=Homo sapiens GN=ADGB PE=2 SV=3 E(blastx)=9e-114
isogroup60536_g2	Proprotein convertase subtilisin/kexin type 6 OS=Rattus norvegicus GN=Pcsk6 PE=1 SV=1 E(blastx)=2e-12
isogroup58656_g1	EF-hand calcium-binding domain-containing protein 6 OS=Mus musculus GN=Efcab6 PE=1 SV=2 E(blastx)=3e-28
isogroup117293_g1	Retinol dehydrogenase 8 OS=Bos taurus GN=RDH8 PE=1 SV=1 E(blastx)=1e-05
isogroup47497_g1	ADP-ribosylation factor 4 OS=Bos taurus GN=ARF4 PE=2 SV=3 E(blastx)=1e-97
isogroup58332_g1	Syntaxin-binding protein 1 OS=Gallus gallus GN=STXBP1 PE=2 SV=1 E(blastx)=6e-125
isogroup60957_g1	Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Danio rerio GN=ergic2 PE=2 SV=1 E(blastx)=8e-120
isogroup134358_g1	Melatonin receptor type 1C OS=Xenopus laevis GN=mtnr1c PE=2 SV=1 E(blastx)=4e-16
isogroup48189_g1	Oligosaccharyltransferase complex subunit ostc-B OS=Xenopus laevis GN=ostc-b PE=2 SV=1 E(blastx)=2e-65
isogroup58110_g2	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=2e-23
isogroup45057_g1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1 E(blastx)=8e-20
isogroup57035_g1	Hermansky-Pudlak syndrome 5 protein OS=Homo sapiens GN=HPS5 PE=1 SV=2 E(blastx)=6e-57
isogroup60038_g7	General transcription factor IIH subunit 5 OS=Gallus gallus GN=GTF2H5 PE=3 SV=1 E(blastx)=1e-26
isogroup1409_g1	Potassium voltage-gated channel subfamily A member 2 OS=Oncorhynchus mykiss GN=kcna2 PE=2 SV=1 E(blastx)=2e-34
isogroup58273_g1	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 (Fragment) OS=Bradysia coprophila PE=3 SV=1 E(blastx)=4e-09
isogroup59016_g3	LIM homeobox transcription factor 1-beta OS=Mus musculus GN=Lmx1b PE=2 SV=3 E(blastx)=1e-71
isogroup56700_g1	60S ribosomal export protein NMD3 OS=Homo sapiens GN=NMD3 PE=1 SV=1 E(blastx)=1e-137
isogroup112109_g1	Major facilitator superfamily domain-containing protein 6 OS=Mus musculus GN=Mfsd6 PE=1 SV=1 E(blastx)=4e-14
isogroup12876_g1	Transposon Tf2-11 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-11 PE=3 SV=1 E(blastx)=8e-39
isogroup61305_g2	Multiple epidermal growth factor-like domains protein 11 OS=Mus musculus GN=Megf11 PE=1 SV=3 E(blastx)=2e-116
isogroup57931_g2	Mechanosensory protein 2 OS=Caenorhabditis elegans GN=mec-2 PE=1 SV=1 E(blastx)=1e-117
isogroup61884_g2	E3 ubiquitin-protein ligase UPL7 OS=Arabidopsis thaliana GN=UPL7 PE=2 SV=1 E(blastx)=3e-118
isogroup50282_g1	Carbonyl reductase [NADPH] 1 OS=Mus musculus GN=Cbr1 PE=1 SV=3 E(blastx)=6e-90
isogroup62081_g3	Cytochrome P450 10 OS=Lymnaea stagnalis GN=CYP10 PE=2 SV=1 E(blastx)=1e-71
isogroup14016_g1	Galectin-3-binding protein OS=Bos taurus GN=LGALS3BP PE=1 SV=1 E(blastx)=2e-35
isogroup29477_g1	Extracellular tyrosine-protein kinase PKDCC OS=Homo sapiens GN=PKDCC PE=2 SV=2 E(blastx)=1e-15
isogroup48285_g1	TPR and ankyrin repeat-containing protein 1 OS=Mus musculus GN=Trank1 PE=2 SV=3 E(blastx)=7e-21
isogroup59978_g2	17-beta-hydroxysteroid dehydrogenase 14 OS=Bos taurus GN=HSD17B14 PE=2 SV=1 E(blastx)=3e-85
isogroup21056_g1	Neurexin-3 OS=Gallus gallus PE=1 SV=1 E(blastx)=4e-08
isogroup112963_g1	Low-density lipoprotein receptor-related protein 6 OS=Mus musculus GN=Lrp6 PE=1 SV=1 E(blastx)=5e-28
isogroup146530_g1	Octopamine receptor OS=Heliothis virescens PE=2 SV=1 E(blastx)=4e-06
isogroup58807_g1	TNF receptor-associated factor 4 OS=Mus musculus GN=Traf4 PE=1 SV=2 E(blastx)=3e-77
isogroup50239_g1	Trypsin-3 (Fragment) OS=Salmo salar PE=1 SV=1 E(blastx)=3e-54
isogroup54896_g1	Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1 E(blastx)=3e-134
isogroup60305_g3	Centrosomal protein of 85 kDa OS=Homo sapiens GN=CEP85 PE=1 SV=1 E(blastx)=8e-33
isogroup88925_g1	Neurogenic locus Notch protein OS=Drosophila melanogaster GN=N PE=1 SV=3 E(blastx)=6e-39
isogroup15199_g1	Peptidyl-prolyl cis-trans isomerase B OS=Gallus gallus GN=PPIB PE=2 SV=1 E(blastx)=9e-75
isogroup47668_g1	Homeobox protein aristaless OS=Drosophila melanogaster GN=al PE=1 SV=2 E(blastx)=8e-22
isogroup54839_g2	Extracellular matrix protein 3 OS=Lytechinus variegatus GN=ECM3 PE=1 SV=1 E(blastx)=7e-149
isogroup54839_g1	Extracellular matrix protein 3 OS=Lytechinus variegatus GN=ECM3 PE=1 SV=1 E(blastx)=8e-93
isogroup42776_g1	Sodium- and chloride-dependent creatine transporter 1 OS=Bos taurus GN=SLC6A8 PE=2 SV=1 E(blastx)=3e-58
isogroup47845_g2	Matrilin-2 OS=Homo sapiens GN=MATN2 PE=1 SV=4 E(blastx)=4e-25
isogroup38207_g1	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1 E(blastx)=1e-24
isogroup46759_g1	Putative deoxyribonuclease TATDN3 OS=Mus musculus GN=Tatdn3 PE=1 SV=1 E(blastx)=1e-77
isogroup39196_g1	Putative nuclease HARBI1 OS=Mus musculus GN=Harbi1 PE=2 SV=1 E(blastx)=2e-38
isogroup466_g1	Metabotropic glutamate receptor 7 OS=Mus musculus GN=Grm7 PE=1 SV=1 E(blastx)=1e-29
isogroup1676_g1	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=1e-12
isogroup162028_g1	Putative ammonium transporter 3 OS=Caenorhabditis elegans GN=amt-3 PE=3 SV=2 E(blastx)=2e-44
isogroup56672_g1	Vegetative incompatibility protein HET-E-1 OS=Podospora anserina GN=HET-E1 PE=3 SV=1 E(blastx)=1e-27
isogroup55123_g1	DNA polymerase eta OS=Homo sapiens GN=POLH PE=1 SV=1 E(blastx)=9e-125
isogroup60484_g3	Tartrate-resistant acid phosphatase type 5 OS=Homo sapiens GN=ACP5 PE=1 SV=3 E(blastx)=2e-92
isogroup57867_g4	Substance-K receptor OS=Oryctolagus cuniculus GN=TACR2 PE=2 SV=1 E(blastx)=6e-16
isogroup48716_g1	Serine/threonine-protein phosphatase 2A activator OS=Mus musculus GN=Ppp2r4 PE=1 SV=1 E(blastx)=3e-143
isogroup49134_g1	Centrosomal protein of 120 kDa OS=Bos taurus GN=CEP120 PE=2 SV=2 E(blastx)=4e-62
isogroup60075_g1	Pericentriolar material 1 protein OS=Mus musculus GN=Pcm1 PE=1 SV=2 E(blastx)=6e-86
isogroup61799_g5	Glutamine synthetase OS=Xenopus laevis GN=glul PE=2 SV=1 E(blastx)=3e-180
isogroup39538_g1	Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens GN=HSPG2 PE=1 SV=4 E(blastx)=2e-42
isogroup27942_g1	Gamma-glutamyl hydrolase A OS=Dictyostelium discoideum GN=gghA PE=3 SV=1 E(blastx)=1e-07
isogroup59591_g1	Cyclic GMP-binding protein C OS=Dictyostelium discoideum GN=gbpC PE=1 SV=1 E(blastx)=4e-06
isogroup49015_g1	B-box type zinc finger protein ncl-1 OS=Caenorhabditis elegans GN=ncl-1 PE=2 SV=1 E(blastx)=2e-05
isogroup52147_g1	Tctex1 domain-containing protein 1-B (Fragment) OS=Xenopus laevis GN=tctex1d1-b PE=2 SV=1 E(blastx)=3e-10
isogroup52550_g1	Vesicular integral-membrane protein VIP36 OS=Canis lupus familiaris GN=LMAN2 PE=1 SV=1 E(blastx)=1e-88
isogroup13405_g1	Protein AMN1 homolog OS=Pongo abelii GN=AMN1 PE=2 SV=1 E(blastx)=1e-67
isogroup47132_g1	Major facilitator superfamily domain-containing protein 6-A OS=Danio rerio GN=mfsd6a PE=3 SV=1 E(blastx)=3e-19
isogroup57163_g1	Peptidyl-prolyl cis-trans isomerase-like 3 OS=Rattus norvegicus GN=Ppil3 PE=2 SV=1 E(blastx)=5e-91
isogroup40538_g1	Tripartite motif-containing protein 45 OS=Mus musculus GN=Trim45 PE=2 SV=2 E(blastx)=1e-44
isogroup6454_g1	Muscarinic acetylcholine receptor gar-3 OS=Caenorhabditis elegans GN=gar-3 PE=1 SV=2 E(blastx)=1e-07
isogroup102238_g1	Neuropeptide FF receptor 2 OS=Mus musculus GN=Npffr2 PE=2 SV=2 E(blastx)=9e-10
isogroup186315_g1	Gremlin-1 OS=Gallus gallus GN=GREM1 PE=2 SV=1 E(blastx)=2e-18
isogroup114077_g1	BTB and MATH domain-containing protein 38 OS=Caenorhabditis elegans GN=bath-38 PE=3 SV=1 E(blastx)=7e-15
isogroup55059_g1	Putative ubiquitin thioesterase 232R OS=Invertebrate iridescent virus 3 GN=IIV3-084L PE=3 SV=1 E(blastx)=3e-15
isogroup92529_g1	Heat shock 70 kDa protein cognate 5 OS=Drosophila melanogaster GN=Hsc70-5 PE=1 SV=2 E(blastx)=2e-64
isogroup54830_g1	Nuclear RNA export factor 1 OS=Homo sapiens GN=NXF1 PE=1 SV=1 E(blastx)=1e-145
isogroup55487_g1	Mesencephalic astrocyte-derived neurotrophic factor homolog OS=Drosophila grimshawi GN=Manf PE=3 SV=1 E(blastx)=5e-50
isogroup73689_g1	JmjC domain-containing protein 7 OS=Mus musculus GN=Jmjd7 PE=1 SV=1 E(blastx)=3e-33
isogroup146305_g1	Apolipophorins OS=Locusta migratoria PE=1 SV=2 E(blastx)=8e-08
isogroup42472_g1	Fibrocystin-L OS=Mus musculus GN=Pkhd1l1 PE=1 SV=1 E(blastx)=2e-86
isogroup31026_g1	Zinc finger protein 629 OS=Homo sapiens GN=ZNF629 PE=1 SV=2 E(blastx)=7e-15
isogroup144321_g1	Sacsin OS=Mus musculus GN=Sacs PE=1 SV=2 E(blastx)=3e-11
isogroup6009_g1	Universal stress protein A-like protein OS=Arabidopsis thaliana GN=At3g01520 PE=1 SV=2 E(blastx)=6e-12
isogroup62376_g1	A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Homo sapiens GN=ADAMTS2 PE=2 SV=2 E(blastx)=2e-08
isogroup63122_g5	NACHT, LRR and PYD domains-containing protein 10 OS=Mus musculus GN=Nlrp10 PE=1 SV=1 E(blastx)=1e-11
isogroup61156_g2	Sperm-associated antigen 1 OS=Rattus norvegicus GN=Spag1 PE=1 SV=1 E(blastx)=2e-101
isogroup40965_g1	ATP-dependent RNA helicase DDX51 OS=Homo sapiens GN=DDX51 PE=1 SV=3 E(blastx)=5e-65
isogroup90555_g1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Mus musculus GN=Svep1 PE=1 SV=1 E(blastx)=2e-24
isogroup37753_g1	Coilin OS=Xenopus laevis GN=coil PE=2 SV=2 E(blastx)=1e-07
isogroup51305_g1	Nucleotide-binding oligomerization domain-containing protein 1 OS=Mus musculus GN=Nod1 PE=1 SV=1 E(blastx)=1e-06
isogroup167173_g1	Gamma-aminobutyric acid receptor subunit beta OS=Musca domestica GN=Rdl PE=1 SV=2 E(blastx)=3e-42
isogroup47935_g1	Exostosin-1a OS=Danio rerio GN=ext1a PE=2 SV=1 E(blastx)=4e-96
isogroup62326_g1	Histone-lysine N-methyltransferase, H3 lysine-79 specific OS=Homo sapiens GN=DOT1L PE=1 SV=2 E(blastx)=7e-129
isogroup3548_g1	Adenosine receptor A2a OS=Mus musculus GN=Adora2a PE=2 SV=3 E(blastx)=4e-05
isogroup54131_g1	BTB/POZ domain-containing protein 6 OS=Xenopus laevis GN=btbd6 PE=1 SV=1 E(blastx)=1e-36
isogroup52351_g1	Protein sprouty homolog 2 OS=Homo sapiens GN=SPRY2 PE=1 SV=1 E(blastx)=3e-14
isogroup50645_g1	Hydrolethalus syndrome protein 1 OS=Homo sapiens GN=HYLS1 PE=1 SV=1 E(blastx)=1e-22
isogroup136020_g1	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1 E(blastx)=2e-08
isogroup57282_g1	Collagen alpha chain (Fragment) OS=Acropora millepora PE=1 SV=1 E(blastx)=2e-49
isogroup60009_g2	D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) GN=mshA PE=3 SV=1 E(blastx)=2e-06
isogroup60242_g1	Nucleoporin p58/p45 OS=Mus musculus GN=Nup58 PE=1 SV=1 E(blastx)=4e-57
isogroup52244_g1	Bromodomain adjacent to zinc finger domain protein 2A OS=Xenopus laevis GN=baz2a PE=2 SV=1 E(blastx)=3e-89
isogroup58603_g1	Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3 E(blastx)=1e-163
isogroup60238_g2	ATP-dependent RNA helicase A OS=Pongo abelii GN=DHX9 PE=2 SV=1 E(blastx)=3e-24
isogroup16344_g1	E3 ubiquitin-protein ligase RNF128 OS=Mus musculus GN=Rnf128 PE=1 SV=1 E(blastx)=6e-05
isogroup22621_g1	Potassium voltage-gated channel subfamily C member 2 OS=Rattus norvegicus GN=Kcnc2 PE=1 SV=1 E(blastx)=2e-58
isogroup53656_g2	46 kDa FK506-binding nuclear protein OS=Spodoptera frugiperda GN=FKBP46 PE=2 SV=1 E(blastx)=2e-31
isogroup50556_g1	CUB domain-containing protein 2 OS=Mus musculus GN=Cdcp2 PE=2 SV=1 E(blastx)=6e-14
isogroup57095_g2	Protein FAM228B OS=Mus musculus GN=Fam228b PE=2 SV=1 E(blastx)=7e-09
isogroup60916_g1	DENN domain-containing protein 1A OS=Xenopus laevis GN=dennd1a PE=2 SV=1 E(blastx)=2e-131
isogroup54396_g1	Glyoxalase 3 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=GLX3 PE=1 SV=1 E(blastx)=3e-33
isogroup12744_g1	Major facilitator superfamily domain-containing protein 12 OS=Homo sapiens GN=MFSD12 PE=1 SV=2 E(blastx)=1e-10
isogroup39557_g1	Transmembrane prolyl 4-hydroxylase OS=Mus musculus GN=P4htm PE=1 SV=1 E(blastx)=4e-26
isogroup40148_g1	TNF receptor-associated factor 1 OS=Mus musculus GN=Traf1 PE=1 SV=2 E(blastx)=2e-23
isogroup42587_g1	E3 ubiquitin-protein ligase TRIM71 OS=Mus musculus GN=Trim71 PE=1 SV=1 E(blastx)=8e-12
isogroup59603_g2	Proprotein convertase subtilisin/kexin type 5 OS=Rattus norvegicus GN=Pcsk5 PE=2 SV=3 E(blastx)=2e-107
isogroup44667_g1	Tyrosine kinase receptor Cad96Ca OS=Drosophila melanogaster GN=Cad96Ca PE=2 SV=2 E(blastx)=2e-21
isogroup60612_g1	Cytochrome b-245 heavy chain OS=Mus musculus GN=Cybb PE=1 SV=1 E(blastx)=1e-180
isogroup55401_g1	Protein phosphatase 1 regulatory subunit 21 OS=Homo sapiens GN=PPP1R21 PE=1 SV=1 E(blastx)=4e-168
isogroup62232_g1	ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2 E(blastx)=5e-71
isogroup53558_g1	Activating signal cointegrator 1 OS=Homo sapiens GN=TRIP4 PE=1 SV=4 E(blastx)=7e-63
isogroup105203_g1	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=3e-28
isogroup60274_g3	Cathepsin L OS=Drosophila melanogaster GN=Cp1 PE=2 SV=2 E(blastx)=6e-113
isogroup54971_g1	Heme-binding protein 2 OS=Mus musculus GN=Hebp2 PE=1 SV=1 E(blastx)=2e-37
isogroup49919_g1	Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5 E(blastx)=4e-10
isogroup48498_g1	Serine/threonine-protein kinase Sgk1 OS=Bos taurus GN=SGK1 PE=2 SV=1 E(blastx)=5e-60
isogroup135069_g1	Methyltransferase-like protein 12, mitochondrial OS=Pongo abelii GN=METTL12 PE=2 SV=1 E(blastx)=7e-19
isogroup58439_g1	Transmembrane protein 147 OS=Danio rerio GN=tmem147 PE=2 SV=1 E(blastx)=2e-95
isogroup53080_g1	Polynucleotide 3'-phosphatase ZDP OS=Arabidopsis thaliana GN=ZDP PE=1 SV=1 E(blastx)=4e-43
isogroup50957_g1	Zinc finger protein 2 OS=Bos taurus GN=ZNF2 PE=2 SV=1 E(blastx)=7e-20
isogroup9741_g2	Potassium channel subfamily K member 6 OS=Homo sapiens GN=KCNK6 PE=1 SV=1 E(blastx)=4e-09
isogroup41675_g1	Sodium-dependent neutral amino acid transporter B(0)AT1 OS=Pongo abelii GN=SLC6A19 PE=2 SV=1 E(blastx)=9e-86
isogroup44301_g1	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1 E(blastx)=5e-09
isogroup56693_g4	LON peptidase N-terminal domain and RING finger protein 1 OS=Mus musculus GN=Lonrf1 PE=1 SV=2 E(blastx)=4e-07
isogroup59845_g1	Collagen alpha-2(I) chain OS=Lithobates catesbeiana GN=COL1A2 PE=2 SV=1 E(blastx)=4e-63
isogroup56667_g1	Cytosolic 5'-nucleotidase 3A OS=Gallus gallus GN=NT5C3A PE=1 SV=3 E(blastx)=3e-59
isogroup58917_g1	PHD and RING finger domain-containing protein 1 OS=Homo sapiens GN=PHRF1 PE=1 SV=3 E(blastx)=7e-45
isogroup53534_g1	Guanine nucleotide-binding protein G(o) subunit alpha OS=Homo sapiens GN=GNAO1 PE=1 SV=4 E(blastx)=1e-102
isogroup60593_g1	Ammonium transporter Rh type B-B OS=Xenopus laevis GN=rhbg-b PE=2 SV=1 E(blastx)=2e-125
isogroup54669_g1	Ras-related C3 botulinum toxin substrate 1 OS=Rattus norvegicus GN=Rac1 PE=1 SV=1 E(blastx)=6e-31
isogroup13460_g1	Prolyl 4-hydroxylase subunit alpha-1 OS=Gallus gallus GN=P4HA1 PE=1 SV=1 E(blastx)=9e-41
isogroup53139_g1	WD repeat-containing protein 76 OS=Xenopus laevis GN=wdr76 PE=2 SV=1 E(blastx)=9e-99
isogroup52385_g1	Tctex1 domain-containing protein 1 OS=Danio rerio GN=tctex1d1 PE=2 SV=1 E(blastx)=2e-28
isogroup55119_g1	L-asparaginase OS=Dirofilaria immitis PE=1 SV=1 E(blastx)=7e-89
isogroup61893_g1	Polyribonucleotide nucleotidyltransferase OS=Prosthecochloris aestuarii (strain DSM 271 / SK 413) GN=pnp PE=3 SV=1 E(blastx)=2e-06
isogroup98588_g1	MAM and LDL-receptor class A domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1 E(blastx)=2e-16
isogroup60079_g1	WD repeat-containing protein 49 OS=Homo sapiens GN=WDR49 PE=2 SV=1 E(blastx)=1e-173
isogroup59887_g1	Zinc finger protein 341 OS=Homo sapiens GN=ZNF341 PE=1 SV=2 E(blastx)=2e-34
isogroup13518_g1	Sentrin-specific protease 1 OS=Pongo abelii GN=SENP1 PE=2 SV=1 E(blastx)=9e-11
isogroup56784_g1	E3 ubiquitin-protein ligase rnf213-alpha OS=Danio rerio GN=rnf213a PE=3 SV=1 E(blastx)=6e-22
isogroup61255_g3	RING finger protein 11 OS=Mus musculus GN=Rnf11 PE=1 SV=1 E(blastx)=9e-56
isogroup61289_g2	Scavenger receptor class A member 5 OS=Danio rerio GN=scara5 PE=3 SV=1 E(blastx)=5e-13
isogroup56026_g1	Kynurenine 3-monooxygenase OS=Rattus norvegicus GN=Kmo PE=1 SV=1 E(blastx)=7e-159
isogroup156927_g1	Catalase OS=Callithrix jacchus GN=CAT PE=2 SV=3 E(blastx)=3e-74
isogroup30437_g1	Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2 E(blastx)=2e-18
isogroup40640_g1	Steroid 17-alpha-hydroxylase/17,20 lyase OS=Oryzias latipes GN=cyp17a1 PE=2 SV=1 E(blastx)=4e-25
isogroup186077_g1	TLC domain-containing protein 2 OS=Danio rerio GN=tlcd2 PE=2 SV=1 E(blastx)=1e-14
isogroup28442_g1	PiggyBac transposable element-derived protein 4 OS=Homo sapiens GN=PGBD4 PE=2 SV=3 E(blastx)=2e-07
isogroup62910_g1	NACHT, LRR and PYD domains-containing protein 3 OS=Bos taurus GN=NLRP3 PE=2 SV=1 E(blastx)=2e-28
isogroup44952_g1	A disintegrin and metalloproteinase with thrombospondin motifs 17 OS=Homo sapiens GN=ADAMTS17 PE=2 SV=2 E(blastx)=1e-31
isogroup53717_g1	Zinc finger protein 92 OS=Homo sapiens GN=ZNF92 PE=2 SV=2 E(blastx)=1e-49
isogroup133669_g1	ATP-binding cassette sub-family A member 1 OS=Homo sapiens GN=ABCA1 PE=1 SV=3 E(blastx)=8e-64
isogroup56403_g1	CREB/ATF bZIP transcription factor OS=Mus musculus GN=Crebzf PE=1 SV=2 E(blastx)=2e-13
isogroup45643_g1	Smad nuclear-interacting protein 1 OS=Mus musculus GN=Snip1 PE=1 SV=1 E(blastx)=2e-76
isogroup33287_g1	Atrial natriuretic peptide receptor 1 OS=Mus musculus GN=Npr1 PE=1 SV=2 E(blastx)=6e-155
isogroup60771_g2	Heavy metal tolerance protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=hmt1 PE=2 SV=3 E(blastx)=2e-159
isogroup56093_g2	Dehydrodolichyl diphosphate synthase complex subunit Nus1 OS=Mus musculus GN=Nus1 PE=2 SV=1 E(blastx)=5e-51
isogroup56500_g1	Cyclic GMP-binding protein C OS=Dictyostelium discoideum GN=gbpC PE=1 SV=1 E(blastx)=7e-06
isogroup59187_g1	Beta-ureidopropionase OS=Dictyostelium discoideum GN=pyd3 PE=1 SV=1 E(blastx)=2e-169
isogroup876_g1	Zinc finger protein 14 OS=Macaca fascicularis GN=ZNF14 PE=2 SV=1 E(blastx)=2e-41
isogroup42815_g1	DNA polymerase epsilon subunit 4 OS=Mus musculus GN=Pole4 PE=1 SV=1 E(blastx)=4e-25
